valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,type_local,jour_semaine,jours_depuis_achat
34250.0,21.0,1.0,5.872675,45.125728,Appartement,1,307
333550.0,210.0,6.0,5.608407,45.402785,Appartement,0,301
48510.0,24.0,1.0,5.872675,45.125728,Appartement,1,307
140450.0,85.0,4.0,5.732839,45.167612,Appartement,2,320
52000.0,27.0,1.0,5.877505,45.112014,Appartement,2,306
285000.0,104.0,3.0,5.729243,45.111334,Maison,4,297
246900.0,112.0,5.0,5.673052,45.237494,Appartement,4,297
222600.0,71.0,3.0,5.734933,45.176514,Appartement,3,298
238050.0,73.0,4.0,5.769368,45.136178,Appartement,1,293
842200.0,144.0,5.0,5.845923,45.133627,Maison,2,306
290000.0,79.0,3.0,5.681463,45.225808,Appartement,0,294
286900.0,69.0,3.0,5.601252,45.363405,Maison,3,305
338000.0,99.0,5.0,5.854562,45.177914,Maison,1,307
338000.0,99.0,5.0,5.854562,45.177914,Maison,1,307
263160.0,80.0,4.0,5.676564,45.234305,Appartement,1,300
570000.0,36.0,1.0,5.935412,45.213855,Maison,1,314
570000.0,149.0,5.0,5.935412,45.213855,Maison,1,314
79500.0,31.0,1.0,5.876151,45.108639,Appartement,2,313
268930.0,115.0,5.0,5.728469,45.182883,Appartement,0,308
126000.0,69.0,3.0,5.673052,45.237494,Appartement,1,300
154500.0,55.0,3.0,5.581308,45.399009,Appartement,4,318
8000.0,102.0,4.0,5.723705,45.116697,Maison,2,292
305000.0,102.0,4.0,5.589093,45.366097,Appartement,0,287
300000.0,96.0,4.0,5.628843,45.298613,Maison,0,308
267400.0,91.0,5.0,5.8621,45.218091,Maison,4,290
76900.0,29.0,2.0,6.057295,45.274961,Appartement,4,304
116900.0,48.0,3.0,5.589697,45.360489,Appartement,1,300
150000.0,78.0,4.0,5.594678,45.36703,Appartement,4,297
100000.0,38.0,1.0,6.019351,45.434919,Maison,3,298
116600.0,41.0,2.0,5.824077,45.136971,Appartement,3,291
160000.0,66.0,3.0,5.97887,45.342336,Maison,0,315
54000.0,10.0,0.0,5.727919,45.187484,Appartement,1,314
75120.0,23.0,1.0,5.99314,45.252084,Appartement,4,297
100000.0,54.0,2.0,5.906474,45.258659,Appartement,2,306
72700.0,73.0,4.0,5.736357,45.162195,Appartement,0,287
645550.0,155.0,7.0,5.726719,45.188204,Appartement,4,297
168000.0,75.0,4.0,6.012479,45.434226,Appartement,2,285
367600.0,119.0,5.0,5.649473,45.283159,Maison,4,297
825000.0,221.0,5.0,5.880329,45.20526,Maison,3,305
825000.0,221.0,5.0,5.880329,45.20526,Maison,3,305
313350.0,38.0,2.0,5.964487,45.242801,Maison,4,297
313350.0,38.0,2.0,5.964487,45.242801,Maison,4,297
270000.0,87.0,4.0,5.742009,45.391703,Maison,4,290
229200.0,129.0,5.0,5.725006,45.172297,Maison,3,305
134400.0,47.0,2.0,5.723581,45.188544,Appartement,1,307
96544.8,86.0,4.0,5.950493,45.301313,Appartement,0,287
249955.0,34.0,2.0,6.065805,45.39554,Maison,1,307
149526.0,70.0,3.0,5.578283,45.371245,Appartement,0,301
125000.0,36.0,3.0,5.879643,45.101595,Appartement,1,293
284000.0,115.0,7.0,5.585045,45.366464,Appartement,4,297
140000.0,49.0,2.0,5.824892,45.137616,Appartement,2,292
715000.0,226.0,6.0,5.722718,45.189475,Appartement,0,301
456430.0,109.0,4.0,5.620999,45.355043,Maison,0,294
226155.0,67.0,3.0,5.677106,45.244565,Appartement,0,294
83000.0,33.0,1.0,5.730315,45.178617,Appartement,4,304
101020.0,54.0,2.0,5.729139,45.387169,Appartement,0,287
310000.0,99.0,5.0,5.733166,45.182189,Appartement,4,290
45000.0,10.0,1.0,5.726767,45.19141,Appartement,1,293
125000.0,66.0,3.0,5.727064,45.167663,Appartement,0,294
86090.0,26.0,2.0,5.812588,45.34255,Appartement,1,286
86090.0,26.0,2.0,5.812588,45.34255,Appartement,1,286
110000.0,56.0,2.0,5.728508,45.181031,Appartement,0,287
167200.0,47.0,2.0,5.665772,45.248914,Appartement,3,291
165000.0,58.0,2.0,5.729856,45.190813,Appartement,4,290
140000.0,55.0,4.0,5.731241,45.182753,Appartement,2,292
143000.0,86.0,4.0,5.774465,45.085624,Appartement,2,299
150000.0,105.0,4.0,5.83678,45.05385,Maison,4,297
149000.0,42.0,2.0,5.76883,45.072887,Maison,1,307
71150.0,62.0,2.0,5.772711,45.076624,Appartement,5,289
15000.0,90.0,5.0,5.770833,45.074605,Maison,1,307
180800.0,80.0,4.0,5.724244,45.167005,Appartement,3,291
730000.0,23.0,1.0,6.075321,45.392901,Appartement,4,304
730000.0,73.0,3.0,6.075321,45.392901,Appartement,4,304
730000.0,70.0,4.0,6.075321,45.392901,Appartement,4,304
730000.0,70.0,3.0,6.075321,45.392901,Appartement,4,304
730000.0,71.0,3.0,6.075321,45.392901,Appartement,4,304
730000.0,35.0,2.0,6.075321,45.392901,Appartement,4,304
730000.0,59.0,2.0,6.075321,45.392901,Appartement,4,304
730000.0,97.0,5.0,6.075321,45.392901,Appartement,4,304
730000.0,70.0,3.0,6.075321,45.392901,Appartement,4,304
730000.0,97.0,5.0,6.075321,45.392901,Appartement,4,304
730000.0,70.0,3.0,6.075321,45.392901,Appartement,4,304
502260.0,165.0,7.0,6.077138,45.403372,Maison,0,287
502260.0,165.0,7.0,6.077138,45.403372,Maison,0,287
502260.0,165.0,7.0,6.077138,45.403372,Maison,0,287
262000.0,89.0,4.0,5.595951,45.364648,Appartement,2,292
115000.0,67.0,3.0,5.773113,45.085741,Appartement,3,284
384500.0,100.0,4.0,5.839732,45.208831,Maison,1,300
270000.0,72.0,1.0,6.005212,45.312668,Maison,4,290
150000.0,76.0,4.0,5.73535,45.167165,Appartement,1,293
70200.0,27.0,1.0,5.735444,45.174261,Appartement,1,300
406300.0,130.0,6.0,5.99543,45.377143,Maison,4,311
166050.0,75.0,4.0,5.579499,45.36714,Appartement,0,294
126550.0,43.0,2.0,6.017797,45.431899,Appartement,4,283
97000.0,70.0,3.0,5.745243,45.095266,Appartement,2,299
116000.0,45.0,2.0,5.72798,45.167655,Appartement,1,307
419000.0,181.0,8.0,6.012756,45.41362,Maison,0,287
156090.0,66.0,3.0,5.583314,45.369946,Appartement,0,301
75000.0,60.0,2.0,5.586791,45.367634,Appartement,0,287
208000.0,94.0,3.0,5.587792,45.36562,Appartement,3,284
208000.0,42.0,1.0,5.587792,45.36562,Appartement,3,284
315000.0,116.0,4.0,5.729093,45.191961,Appartement,0,301
163210.0,52.0,2.0,5.584332,45.370213,Appartement,2,278
350000.0,128.0,4.0,5.997875,45.289689,Maison,0,287
114730.0,49.0,2.0,5.595462,45.364739,Appartement,0,287
53500.0,18.0,1.0,5.726128,45.164452,Appartement,0,294
381000.0,90.0,5.0,5.873187,45.302378,Maison,3,284
111000.0,58.0,1.0,5.727697,45.194572,Appartement,3,284
360000.0,80.0,3.0,5.811738,45.189414,Appartement,1,300
360000.0,17.0,1.0,5.811738,45.189414,Appartement,1,300
220000.0,92.0,4.0,5.714737,45.205041,Appartement,3,277
318250.0,118.0,4.0,5.604073,45.364404,Appartement,4,276
145000.0,90.0,3.0,5.933282,45.32642,Maison,3,298
148050.0,47.0,2.0,5.876069,45.230848,Appartement,0,294
358000.0,128.0,4.0,5.654065,45.321521,Maison,4,283
358000.0,128.0,4.0,5.654065,45.321521,Maison,4,283
358000.0,128.0,4.0,5.654065,45.321521,Maison,4,283
483000.0,142.0,7.0,5.752441,45.274421,Maison,1,286
153000.0,83.0,4.0,5.725195,45.164885,Appartement,0,280
138400.0,68.0,3.0,5.692965,45.215804,Appartement,4,283
187000.0,79.0,4.0,5.702664,45.210312,Appartement,2,278
155290.0,49.0,2.0,5.693075,45.219345,Appartement,0,280
220000.0,65.0,3.0,5.829979,45.203641,Appartement,0,280
200000.0,40.0,1.0,5.72483,45.190673,Appartement,3,298
180000.0,60.0,3.0,5.783686,45.050707,Appartement,2,278
350000.0,100.0,4.0,5.879534,45.286462,Maison,2,285
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,100.0,4.0,5.93287,45.326983,Appartement,1,286
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,81.0,4.0,5.93287,45.326983,Appartement,1,286
615000.0,26.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,67.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,26.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,27.0,1.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
615000.0,78.0,3.0,5.93287,45.326983,Appartement,1,286
299000.0,100.0,5.0,5.64834,45.274848,Maison,3,284
93000.0,54.0,3.0,5.725698,45.171513,Appartement,2,285
139600.0,62.0,4.0,6.076979,45.395867,Appartement,0,280
185000.0,63.0,3.0,5.729393,45.190995,Appartement,3,284
345000.0,110.0,5.0,5.593568,45.36369,Appartement,4,276
134500.0,40.0,2.0,5.693211,45.217312,Appartement,2,299
210000.0,66.0,3.0,5.699887,45.211591,Appartement,0,294
151700.0,85.0,4.0,5.73684,45.17212,Appartement,3,277
343400.0,93.0,5.0,5.998595,45.3608,Maison,0,280
498110.0,165.0,6.0,5.597047,45.358863,Maison,1,279
498110.0,165.0,6.0,5.597047,45.358863,Maison,1,279
96000.0,28.0,1.0,5.725246,45.17215,Appartement,1,286
532280.0,99.0,5.0,5.902065,45.298785,Maison,0,280
113500.0,30.0,2.0,5.954577,45.303044,Appartement,3,277
100000.0,150.0,5.0,5.979451,45.343388,Maison,0,280
160000.0,81.0,4.0,5.885269,45.237279,Appartement,3,277
260000.0,118.0,3.0,5.692586,45.230283,Appartement,2,285
438835.0,96.0,4.0,5.718607,45.115162,Maison,0,280
53000.0,21.0,1.0,5.875627,45.122964,Appartement,0,294
320000.0,130.0,6.0,5.596834,45.365613,Maison,5,289
186500.0,69.0,3.0,5.730398,45.180458,Appartement,1,279
113925.0,108.0,4.0,5.966617,45.269787,Maison,4,283
113925.0,24.0,1.0,5.966617,45.269787,Maison,4,283
620520.0,158.0,5.0,5.805661,45.107219,Maison,0,287
163000.0,82.0,2.0,5.727455,45.181577,Appartement,0,280
136600.0,59.0,3.0,5.881391,45.233659,Appartement,2,285
68590.0,30.0,2.0,5.813182,45.343057,Appartement,1,286
210000.0,130.0,5.0,5.602172,45.354278,Maison,3,277
188000.0,83.0,4.0,5.979411,45.34205,Maison,3,277
273000.0,130.0,5.0,5.596811,45.349765,Maison,0,294
197200.0,40.0,2.0,5.998913,45.300175,Maison,2,285
326700.0,100.0,6.0,5.955251,45.308751,Maison,0,273
107000.0,57.0,2.0,5.594678,45.36703,Appartement,4,290
215000.0,78.0,3.0,5.736265,45.08093,Appartement,1,272
370400.0,116.0,4.0,5.671115,45.244877,Appartement,0,280
327000.0,72.0,3.0,5.816547,45.342789,Maison,0,287
220000.0,86.0,3.0,5.728469,45.182883,Appartement,4,297
162640.0,66.0,4.0,5.727945,45.394036,Appartement,1,286
205000.0,57.0,2.0,5.72217,45.190859,Appartement,0,280
165000.0,90.0,4.0,5.648499,45.371707,Maison,3,284
700000.0,196.0,7.0,5.732205,45.112374,Maison,0,280
700000.0,196.0,7.0,5.732205,45.112374,Maison,0,280
145000.0,100.0,5.0,5.756264,45.428605,Maison,1,272
443800.0,130.0,5.0,5.930692,45.329645,Maison,1,286
325000.0,56.0,2.0,5.638405,45.298356,Maison,1,272
300000.0,81.0,3.0,5.897675,45.226298,Maison,3,270
100000.0,64.0,4.0,5.729723,45.175254,Appartement,3,284
53500.0,14.0,1.0,5.88033,45.103285,Appartement,1,272
53500.0,14.0,1.0,5.88033,45.103285,Appartement,1,272
405000.0,120.0,5.0,5.669478,45.244192,Maison,2,278
323750.0,76.0,3.0,5.733473,45.182937,Appartement,0,273
76500.0,20.0,1.0,5.729257,45.182256,Appartement,0,273
93980.0,36.0,1.0,5.882663,45.234871,Appartement,0,280
102500.0,45.0,3.0,5.725843,45.173906,Appartement,4,276
123000.0,61.0,2.0,5.729567,45.176086,Appartement,2,271
113500.0,39.0,1.0,5.729699,45.191129,Appartement,3,284
437750.0,90.0,3.0,5.864515,45.178274,Maison,1,272
260000.0,73.0,4.0,5.631386,45.297346,Maison,0,273
100000.0,115.0,4.0,5.587908,45.381965,Maison,2,285
100000.0,115.0,4.0,5.587908,45.381965,Maison,2,285
105000.0,57.0,2.0,5.726183,45.177827,Appartement,0,287
330000.0,124.0,4.0,5.64743,45.413812,Maison,4,276
260100.0,90.0,3.0,5.977181,45.402147,Maison,3,270
196535.0,46.0,2.0,5.831614,45.20087,Appartement,4,269
193550.0,69.0,3.0,5.590377,45.363863,Appartement,3,284
450000.0,113.0,5.0,5.872027,45.225194,Maison,2,278
580000.0,194.0,7.0,5.808846,45.11749,Maison,4,269
190000.0,60.0,2.0,5.729081,45.187489,Appartement,2,285
122000.0,81.0,4.0,5.733272,45.169949,Appartement,3,270
85000.0,33.0,2.0,5.99314,45.252084,Appartement,2,320
232000.0,118.0,4.0,5.727048,45.180936,Appartement,2,285
116000.0,33.0,2.0,5.727125,45.18917,Appartement,0,287
232950.0,67.0,3.0,5.685808,45.243314,Appartement,0,301
206270.0,62.0,3.0,5.954577,45.303044,Appartement,0,273
90000.0,50.0,1.0,5.589625,45.366032,Appartement,4,276
250000.0,76.0,4.0,5.858525,45.21513,Appartement,1,265
281750.0,83.0,4.0,5.624778,45.336689,Maison,3,277
305000.0,104.0,4.0,5.999955,45.392061,Maison,3,284
112000.0,22.0,1.0,5.999588,45.256617,Appartement,1,279
237000.0,120.0,4.0,5.979542,45.34262,Maison,0,280
132606.0,108.0,4.0,6.046697,45.374384,Appartement,4,269
104000.0,46.0,2.0,5.819582,45.131449,Appartement,4,283
202000.0,85.0,4.0,5.727392,45.167073,Appartement,0,280
177800.0,85.0,4.0,5.673052,45.237494,Appartement,2,271
458500.0,116.0,6.0,5.614639,45.354102,Maison,2,264
337100.0,77.0,4.0,5.951711,45.302744,Maison,4,269
83000.0,22.0,1.0,5.726419,45.191272,Appartement,0,266
435000.0,195.0,5.0,5.724538,45.192489,Appartement,1,272
170700.0,67.0,4.0,5.729003,45.17884,Appartement,0,287
310000.0,101.0,5.0,5.688381,45.241161,Appartement,1,286
528000.0,107.0,5.0,5.890583,45.28083,Maison,3,284
342000.0,88.0,4.0,5.664788,45.397338,Maison,3,270
342000.0,88.0,4.0,5.664788,45.397338,Maison,3,270
470950.0,118.0,5.0,5.605738,45.343511,Maison,3,270
288875.0,90.0,5.0,5.690823,45.239606,Maison,0,266
148000.0,44.0,2.0,5.727916,45.192242,Appartement,4,297
228250.0,64.0,3.0,6.017797,45.431899,Appartement,0,266
167500.0,84.0,4.0,5.951596,45.363269,Appartement,1,265
229000.0,221.0,6.0,5.92621,45.273332,Maison,4,276
137520.0,95.0,5.0,6.018663,45.438907,Maison,3,263
149500.0,55.0,2.0,5.596446,45.351785,Appartement,4,276
400000.0,93.0,4.0,5.707302,45.415408,Maison,0,259
344700.0,109.0,4.0,5.731449,45.180895,Appartement,4,276
47300.0,17.0,1.0,5.993095,45.255452,Appartement,4,262
53000.0,18.0,1.0,5.59429,45.365946,Appartement,3,270
467000.0,192.0,8.0,5.903959,45.251735,Maison,2,278
227730.0,81.0,3.0,5.72884,45.182982,Appartement,0,259
77000.0,62.0,3.0,5.726352,45.166853,Appartement,3,263
66000.0,24.0,1.0,5.718315,45.195909,Appartement,1,265
183000.0,76.0,4.0,5.674543,45.234704,Appartement,2,264
152050.0,64.0,3.0,5.729723,45.175254,Appartement,4,262
214350.0,68.0,3.0,5.66784,45.24548,Appartement,0,273
502500.0,161.0,7.0,5.840155,45.202868,Maison,4,276
180000.0,15.0,1.0,5.770896,45.075432,Maison,2,285
69000.0,22.0,1.0,6.114318,45.392125,Appartement,4,262
69000.0,22.0,1.0,6.114318,45.392125,Appartement,4,262
141000.0,81.0,4.0,5.902385,45.256682,Maison,3,333
111950.0,27.0,1.0,5.726184,45.177694,Appartement,1,265
489600.0,155.0,5.0,5.72483,45.190673,Appartement,1,279
132000.0,45.0,2.0,5.732976,45.18236,Appartement,3,270
169000.0,73.0,3.0,5.636887,45.298433,Appartement,1,286
132000.0,44.0,2.0,6.0205,45.431712,Appartement,0,280
315000.0,90.0,5.0,5.97884,45.428282,Maison,3,284
186000.0,80.0,4.0,5.727573,45.07493,Appartement,0,259
2750.0,18.0,1.0,6.056527,45.273258,Appartement,3,270
130000.0,25.0,1.0,5.730079,45.187419,Appartement,1,265
128250.0,56.0,3.0,5.734269,45.175569,Appartement,3,270
270000.0,60.0,4.0,5.978524,45.437601,Maison,2,271
193535.0,90.0,4.0,5.770644,45.057081,Maison,4,262
686230.0,146.0,5.0,5.944261,45.368155,Maison,0,259
299000.0,69.0,2.0,5.725421,45.188453,Appartement,0,273
385000.0,42.0,2.0,5.902501,45.331922,Appartement,1,272
385000.0,60.0,3.0,5.902501,45.331922,Appartement,1,272
162550.0,49.0,2.0,5.98911,45.468224,Appartement,4,255
40500.0,20.0,1.0,5.812588,45.34255,Appartement,1,258
80000.0,47.0,2.0,5.73507,45.387307,Appartement,0,259
161670.0,50.0,3.0,5.812413,45.333586,Maison,2,257
283550.0,186.0,7.0,6.067662,45.391846,Maison,2,264
234000.0,84.0,4.0,5.87551,45.224461,Appartement,4,262
97150.0,47.0,2.0,5.594678,45.36703,Appartement,1,272
100000.0,58.0,3.0,5.837823,45.203625,Appartement,0,273
123000.0,46.0,3.0,5.630371,45.298625,Appartement,4,255
235000.0,106.0,5.0,5.91616,45.268425,Maison,1,272
378000.0,94.0,4.0,5.728348,45.176479,Appartement,2,264
136000.0,86.0,4.0,5.583617,45.369539,Appartement,3,256
105910.0,98.0,4.0,6.047142,45.374387,Maison,4,262
410000.0,122.0,5.0,5.757588,45.114054,Maison,2,257
96000.0,62.0,3.0,5.955425,45.302665,Appartement,2,257
211400.0,62.0,3.0,5.954577,45.303044,Appartement,1,258
277350.0,85.0,3.0,5.885653,45.284959,Appartement,2,257
290000.0,86.0,3.0,6.068303,45.400691,Maison,4,262
129530.0,56.0,4.0,5.695147,45.214599,Appartement,4,276
335000.0,100.0,5.0,5.98876,45.36848,Maison,3,256
218500.0,100.0,3.0,5.592566,45.366338,Appartement,1,272
283000.0,88.0,4.0,5.771083,45.072109,Appartement,4,255
95000.0,80.0,2.0,5.586949,45.360075,Appartement,3,277
242800.0,67.0,3.0,5.68184,45.242069,Appartement,1,279
53000.0,31.0,1.0,5.732839,45.167612,Appartement,2,264
99610.0,91.0,5.0,5.739135,45.165002,Appartement,4,262
128000.0,28.0,1.0,5.729093,45.190929,Appartement,0,266
195000.0,55.0,3.0,5.619424,45.373369,Maison,4,262
219221.0,67.0,3.0,5.662042,45.256554,Appartement,2,271
339000.0,109.0,5.0,6.000514,45.435934,Maison,2,257
77700.0,64.0,4.0,5.77712,45.053262,Appartement,3,263
187000.0,89.0,5.0,6.021839,45.434025,Appartement,4,269
373750.0,110.0,5.0,5.763512,45.051747,Maison,2,264
120200.0,90.0,4.0,6.055246,45.437626,Maison,2,264
248300.0,114.0,5.0,5.592442,45.39979,Maison,2,271
193000.0,110.0,6.0,5.59486,45.365403,Appartement,3,263
95000.0,36.0,2.0,5.854382,45.413956,Appartement,4,255
148500.0,68.0,4.0,5.73405,45.178765,Appartement,3,256
234000.0,98.0,5.0,5.734614,45.168165,Appartement,0,259
72500.0,25.0,1.0,5.876336,45.109218,Appartement,1,258
50000.0,27.0,1.0,6.10871,45.394228,Appartement,0,273
372000.0,98.0,4.0,5.652341,45.272448,Maison,1,272
228280.0,61.0,2.0,5.721971,45.191926,Appartement,3,256
53500.0,24.0,1.0,5.875627,45.122964,Appartement,0,259
100000.0,41.0,2.0,5.99434,45.256569,Appartement,5,254
418790.0,93.0,4.0,5.668552,45.244658,Maison,3,277
426000.0,82.0,2.0,5.886335,45.285877,Maison,2,257
156000.0,50.0,2.0,5.728823,45.186215,Appartement,3,256
484700.0,132.0,5.0,5.920601,45.315232,Maison,2,257
325430.0,98.0,5.0,5.960817,45.312086,Maison,3,256
196000.0,118.0,6.0,6.048827,45.370116,Maison,1,258
94000.0,86.0,5.0,5.732746,45.160776,Appartement,3,256
247770.0,88.0,4.0,5.732372,45.39073,Maison,0,252
238750.0,59.0,2.0,5.722251,45.190631,Appartement,3,312
1050000.0,53.0,2.0,5.66152,45.394618,Appartement,2,257
1050000.0,54.0,2.0,5.66152,45.394618,Appartement,2,257
440200.0,110.0,5.0,5.950231,45.297271,Maison,4,262
440200.0,110.0,5.0,5.950231,45.297271,Maison,4,262
364950.0,98.0,7.0,6.018658,45.429745,Maison,4,269
102000.0,68.0,4.0,5.902208,45.261847,Appartement,0,252
174500.0,70.0,3.0,5.730633,45.178147,Appartement,4,255
276000.0,155.0,8.0,5.733115,45.180763,Appartement,1,265
475000.0,100.0,4.0,5.871145,45.275712,Maison,1,258
105000.0,57.0,3.0,5.589004,45.369107,Appartement,3,256
472160.0,211.0,10.0,5.849769,45.380148,Maison,4,276
45000.0,19.0,1.0,5.72796,45.165661,Appartement,1,251
139000.0,63.0,4.0,5.829639,45.195614,Appartement,4,255
192700.0,86.0,3.0,5.645098,45.376687,Appartement,1,265
56000.0,23.0,1.0,5.59454,45.367031,Appartement,4,276
169000.0,55.0,3.0,5.887824,45.237324,Appartement,3,256
388053.0,108.0,4.0,5.671115,45.244877,Appartement,2,257
545000.0,135.0,3.0,6.005905,45.301017,Maison,4,255
70000.0,27.0,1.0,5.727583,45.188712,Appartement,3,270
70000.0,20.0,1.0,5.727583,45.188712,Appartement,3,270
299200.0,88.0,4.0,5.83492,45.052971,Maison,0,252
600000.0,149.0,5.0,5.681535,45.230427,Maison,3,256
69620.0,74.0,4.0,6.073729,45.393511,Appartement,4,248
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,33.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,33.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,45.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,72.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,72.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,63.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,36.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,36.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,110.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,110.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,148.0,6.0,5.872677,45.305001,Appartement,0,252
1.0,148.0,6.0,5.872677,45.305001,Appartement,0,252
1.0,37.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,37.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,36.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,32.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,28.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,106.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,72.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,106.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,110.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,110.0,5.0,5.872677,45.305001,Appartement,0,252
1.0,148.0,6.0,5.872677,45.305001,Appartement,0,252
1.0,148.0,6.0,5.872677,45.305001,Appartement,0,252
1.0,37.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,37.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,36.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,32.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,28.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,51.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,33.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,33.0,1.0,5.872677,45.305001,Appartement,0,252
1.0,45.0,2.0,5.872677,45.305001,Appartement,0,252
1.0,72.0,3.0,5.872677,45.305001,Appartement,0,252
1.0,63.0,3.0,5.872677,45.305001,Appartement,0,252
151000.0,61.0,2.0,6.076842,45.396269,Appartement,0,252
75000.0,20.0,1.0,5.887116,45.307435,Appartement,3,263
97000.0,50.0,2.0,5.593881,45.367451,Appartement,4,255
181000.0,68.0,3.0,5.932404,45.32565,Appartement,3,249
143980.0,98.0,5.0,5.732839,45.167612,Appartement,0,245
79014.0,25.0,2.0,5.993095,45.255452,Appartement,2,243
435878.0,124.0,5.0,5.962652,45.272959,Maison,4,290
43000.0,17.0,1.0,5.993126,45.252764,Appartement,4,248
120000.0,35.0,3.0,5.879643,45.101595,Appartement,0,252
196000.0,81.0,4.0,5.726033,45.166744,Appartement,1,244
375000.0,142.0,7.0,6.087645,45.430235,Maison,1,251
335000.0,112.0,4.0,5.630046,45.297779,Maison,2,250
115000.0,63.0,3.0,5.729586,45.177686,Appartement,1,272
217500.0,90.0,4.0,5.725852,45.191205,Appartement,3,256
253300.0,73.0,3.0,5.552268,45.416309,Appartement,1,244
253300.0,35.0,2.0,5.552268,45.416309,Appartement,1,244
123000.0,54.0,3.0,5.829639,45.195614,Appartement,1,244
124000.0,49.0,2.0,5.876756,45.111621,Appartement,3,256
154000.0,101.0,5.0,5.636657,45.296604,Maison,0,266
78500.0,29.0,1.0,5.819582,45.131449,Appartement,3,249
404000.0,107.0,3.0,5.987703,45.273867,Maison,2,250
28570.0,18.0,1.0,6.05714,45.274179,Appartement,3,249
145880.0,114.0,5.0,5.779891,45.075519,Maison,1,244
114000.0,57.0,3.0,5.902208,45.261847,Appartement,1,258
85000.0,28.0,1.0,5.72437,45.193868,Appartement,1,279
145000.0,30.0,1.0,5.727833,45.188551,Appartement,3,256
177000.0,71.0,3.0,5.953764,45.363654,Appartement,0,252
370000.0,127.0,6.0,5.91863,45.307272,Maison,2,250
500000.0,195.0,6.0,5.728313,45.187763,Appartement,3,249
236000.0,86.0,4.0,5.733806,45.18222,Appartement,2,250
180000.0,87.0,4.0,5.733814,45.18174,Appartement,4,241
125000.0,55.0,3.0,5.580687,45.374159,Appartement,2,250
228500.0,50.0,3.0,5.978458,45.437225,Maison,5,247
606000.0,137.0,4.0,5.701222,45.423014,Appartement,0,245
606000.0,81.0,3.0,5.701222,45.423014,Appartement,0,245
606000.0,81.0,3.0,5.701222,45.423014,Appartement,0,245
606000.0,137.0,4.0,5.701222,45.423014,Appartement,0,245
127000.0,83.0,4.0,5.706941,45.207966,Appartement,1,244
434300.0,177.0,7.0,5.857196,45.211182,Maison,1,244
58000.0,23.0,2.0,5.87758,45.115679,Appartement,3,270
72800.0,40.0,1.0,5.583642,45.369053,Appartement,3,249
195500.0,54.0,2.0,5.591187,45.35773,Appartement,0,245
